,State,County_Name,Party,Race_Code,Ethnic_Code,Total_Voters,Election_Date
9795,NC,MECKLENBURG,DEM,W,NL,32,2022-07-26
9796,NC,MECKLENBURG,DEM,W,NL,15,2022-07-26
9797,NC,MECKLENBURG,DEM,W,NL,18,2022-07-26
9798,NC,MECKLENBURG,DEM,W,UN,3,2022-07-26
9799,NC,MECKLENBURG,DEM,W,UN,3,2022-07-26
9800,NC,MECKLENBURG,DEM,W,UN,1,2022-07-26
9801,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
9802,NC,MECKLENBURG,REP,A,NL,3,2022-07-26
9803,NC,MECKLENBURG,REP,A,NL,1,2022-07-26
9804,NC,MECKLENBURG,REP,A,NL,2,2022-07-26
9805,NC,MECKLENBURG,REP,A,UN,1,2022-07-26
9806,NC,MECKLENBURG,REP,B,NL,1,2022-07-26
9807,NC,MECKLENBURG,REP,B,NL,1,2022-07-26
9808,NC,MECKLENBURG,REP,B,UN,1,2022-07-26
9809,NC,MECKLENBURG,REP,I,NL,1,2022-07-26
9810,NC,MECKLENBURG,REP,M,NL,1,2022-07-26
9811,NC,MECKLENBURG,REP,M,UN,1,2022-07-26
9812,NC,MECKLENBURG,REP,O,HL,1,2022-07-26
9813,NC,MECKLENBURG,REP,O,HL,2,2022-07-26
9814,NC,MECKLENBURG,REP,U,HL,2,2022-07-26
9815,NC,MECKLENBURG,REP,U,NL,1,2022-07-26
9816,NC,MECKLENBURG,REP,U,UN,1,2022-07-26
9817,NC,MECKLENBURG,REP,U,UN,1,2022-07-26
9818,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
9819,NC,MECKLENBURG,REP,W,NL,34,2022-07-26
9820,NC,MECKLENBURG,REP,W,NL,53,2022-07-26
9821,NC,MECKLENBURG,REP,W,NL,32,2022-07-26
9822,NC,MECKLENBURG,REP,W,NL,72,2022-07-26
9823,NC,MECKLENBURG,REP,W,UN,1,2022-07-26
9824,NC,MECKLENBURG,REP,W,UN,3,2022-07-26
9825,NC,MECKLENBURG,REP,W,UN,4,2022-07-26
9826,NC,MECKLENBURG,UNA,A,NL,4,2022-07-26
9827,NC,MECKLENBURG,UNA,A,NL,6,2022-07-26
9828,NC,MECKLENBURG,UNA,A,NL,5,2022-07-26
9829,NC,MECKLENBURG,UNA,A,NL,8,2022-07-26
9830,NC,MECKLENBURG,UNA,A,UN,3,2022-07-26
9831,NC,MECKLENBURG,UNA,A,UN,2,2022-07-26
9832,NC,MECKLENBURG,UNA,B,NL,3,2022-07-26
9833,NC,MECKLENBURG,UNA,B,NL,8,2022-07-26
9834,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
9835,NC,MECKLENBURG,UNA,B,NL,6,2022-07-26
9836,NC,MECKLENBURG,UNA,B,UN,2,2022-07-26
9837,NC,MECKLENBURG,UNA,M,UN,1,2022-07-26
9838,NC,MECKLENBURG,UNA,O,HL,1,2022-07-26
9839,NC,MECKLENBURG,UNA,O,NL,3,2022-07-26
9840,NC,MECKLENBURG,UNA,O,NL,3,2022-07-26
9841,NC,MECKLENBURG,UNA,O,NL,1,2022-07-26
9842,NC,MECKLENBURG,UNA,U,NL,1,2022-07-26
9843,NC,MECKLENBURG,UNA,U,UN,2,2022-07-26
9844,NC,MECKLENBURG,UNA,U,UN,2,2022-07-26
9845,NC,MECKLENBURG,UNA,U,UN,2,2022-07-26
9846,NC,MECKLENBURG,UNA,U,UN,3,2022-07-26
9847,NC,MECKLENBURG,UNA,U,UN,3,2022-07-26
9848,NC,MECKLENBURG,UNA,W,HL,1,2022-07-26
9849,NC,MECKLENBURG,UNA,W,HL,1,2022-07-26
9850,NC,MECKLENBURG,UNA,W,HL,1,2022-07-26
9851,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
9852,NC,MECKLENBURG,UNA,W,NL,42,2022-07-26
9853,NC,MECKLENBURG,UNA,W,NL,32,2022-07-26
9854,NC,MECKLENBURG,UNA,W,NL,17,2022-07-26
9855,NC,MECKLENBURG,UNA,W,NL,26,2022-07-26
9856,NC,MECKLENBURG,UNA,W,UN,1,2022-07-26
9857,NC,MECKLENBURG,UNA,W,UN,4,2022-07-26
9858,NC,MECKLENBURG,UNA,W,UN,3,2022-07-26
9859,NC,MECKLENBURG,UNA,W,UN,7,2022-07-26
9860,NC,MECKLENBURG,UNA,W,UN,7,2022-07-26
9861,NC,MECKLENBURG,DEM,A,NL,1,2022-07-26
9862,NC,MECKLENBURG,DEM,A,NL,2,2022-07-26
9863,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
9864,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
9865,NC,MECKLENBURG,DEM,B,NL,11,2022-07-26
9866,NC,MECKLENBURG,DEM,B,NL,4,2022-07-26
9867,NC,MECKLENBURG,DEM,B,NL,5,2022-07-26
9868,NC,MECKLENBURG,DEM,B,NL,4,2022-07-26
9869,NC,MECKLENBURG,DEM,B,UN,4,2022-07-26
9870,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
9871,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
9872,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
9873,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
9874,NC,MECKLENBURG,DEM,I,NL,1,2022-07-26
9875,NC,MECKLENBURG,DEM,O,HL,1,2022-07-26
9876,NC,MECKLENBURG,DEM,U,UN,1,2022-07-26
9877,NC,MECKLENBURG,DEM,U,UN,2,2022-07-26
9878,NC,MECKLENBURG,DEM,U,UN,1,2022-07-26
9879,NC,MECKLENBURG,DEM,W,NL,3,2022-07-26
9880,NC,MECKLENBURG,DEM,W,NL,13,2022-07-26
9881,NC,MECKLENBURG,DEM,W,NL,10,2022-07-26
9882,NC,MECKLENBURG,DEM,W,NL,15,2022-07-26
9883,NC,MECKLENBURG,DEM,W,NL,9,2022-07-26
9884,NC,MECKLENBURG,DEM,W,UN,5,2022-07-26
9885,NC,MECKLENBURG,DEM,W,UN,4,2022-07-26
9886,NC,MECKLENBURG,DEM,W,UN,1,2022-07-26
9887,NC,MECKLENBURG,DEM,W,UN,1,2022-07-26
9888,NC,MECKLENBURG,REP,B,NL,1,2022-07-26
9889,NC,MECKLENBURG,REP,I,NL,1,2022-07-26
9890,NC,MECKLENBURG,REP,O,UN,1,2022-07-26
9891,NC,MECKLENBURG,REP,U,UN,1,2022-07-26
9892,NC,MECKLENBURG,REP,U,UN,1,2022-07-26
9893,NC,MECKLENBURG,REP,U,UN,1,2022-07-26
9894,NC,MECKLENBURG,REP,W,NL,4,2022-07-26
9895,NC,MECKLENBURG,REP,W,NL,25,2022-07-26
9896,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
9897,NC,MECKLENBURG,REP,W,NL,19,2022-07-26
9898,NC,MECKLENBURG,REP,W,NL,3,2022-07-26
9899,NC,MECKLENBURG,REP,W,NL,27,2022-07-26
9900,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
9901,NC,MECKLENBURG,REP,W,NL,12,2022-07-26
9902,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
9903,NC,MECKLENBURG,REP,W,UN,1,2022-07-26
9904,NC,MECKLENBURG,REP,W,UN,3,2022-07-26
9905,NC,MECKLENBURG,REP,W,UN,1,2022-07-26
9906,NC,MECKLENBURG,REP,W,UN,2,2022-07-26
9907,NC,MECKLENBURG,UNA,A,NL,1,2022-07-26
9908,NC,MECKLENBURG,UNA,A,NL,2,2022-07-26
9909,NC,MECKLENBURG,UNA,A,UN,1,2022-07-26
9910,NC,MECKLENBURG,UNA,B,NL,2,2022-07-26
9911,NC,MECKLENBURG,UNA,B,UN,1,2022-07-26
9912,NC,MECKLENBURG,UNA,U,UN,1,2022-07-26
9913,NC,MECKLENBURG,UNA,W,NL,19,2022-07-26
9914,NC,MECKLENBURG,UNA,W,NL,17,2022-07-26
9915,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
9916,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
9917,NC,MECKLENBURG,UNA,W,NL,17,2022-07-26
9918,NC,MECKLENBURG,UNA,W,NL,21,2022-07-26
9919,NC,MECKLENBURG,UNA,W,UN,1,2022-07-26
9920,NC,MECKLENBURG,UNA,W,UN,2,2022-07-26
9921,NC,MECKLENBURG,UNA,W,UN,2,2022-07-26
9922,NC,MECKLENBURG,DEM,B,NL,3,2022-07-26
9923,NC,MECKLENBURG,DEM,B,NL,2,2022-07-26
9924,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
9925,NC,MECKLENBURG,DEM,B,NL,3,2022-07-26
9926,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
9927,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
9928,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
9929,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
9930,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
9931,NC,MECKLENBURG,REP,W,UN,1,2022-07-26
9932,NC,MECKLENBURG,UNA,B,NL,3,2022-07-26
9933,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
9934,NC,MECKLENBURG,UNA,U,NL,1,2022-07-26
9935,NC,MECKLENBURG,UNA,U,UN,1,2022-07-26
9936,NC,MECKLENBURG,UNA,U,UN,1,2022-07-26
9937,NC,MECKLENBURG,UNA,W,NL,2,2022-07-26
9938,NC,MECKLENBURG,DEM,B,HL,1,2022-07-26
9939,NC,MECKLENBURG,DEM,B,NL,3,2022-07-26
9940,NC,MECKLENBURG,DEM,B,NL,6,2022-07-26
9941,NC,MECKLENBURG,DEM,B,NL,15,2022-07-26
9942,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
9943,NC,MECKLENBURG,DEM,B,NL,9,2022-07-26
9944,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
9945,NC,MECKLENBURG,DEM,B,UN,5,2022-07-26
9946,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
9947,NC,MECKLENBURG,DEM,O,NL,1,2022-07-26
9948,NC,MECKLENBURG,DEM,U,UN,1,2022-07-26
9949,NC,MECKLENBURG,DEM,U,UN,1,2022-07-26
9950,NC,MECKLENBURG,DEM,W,NL,2,2022-07-26
9951,NC,MECKLENBURG,DEM,W,NL,4,2022-07-26
9952,NC,MECKLENBURG,DEM,W,NL,3,2022-07-26
9953,NC,MECKLENBURG,DEM,W,UN,2,2022-07-26
9954,NC,MECKLENBURG,REP,B,NL,1,2022-07-26
9955,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
9956,NC,MECKLENBURG,REP,W,NL,4,2022-07-26
9957,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
9958,NC,MECKLENBURG,UNA,B,NL,4,2022-07-26
9959,NC,MECKLENBURG,UNA,B,NL,2,2022-07-26
9960,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
9961,NC,MECKLENBURG,UNA,U,UN,1,2022-07-26
9962,NC,MECKLENBURG,UNA,W,NL,3,2022-07-26
9963,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
9964,NC,MECKLENBURG,UNA,W,NL,2,2022-07-26
9965,NC,MECKLENBURG,DEM,B,HL,1,2022-07-26
9966,NC,MECKLENBURG,DEM,B,NL,2,2022-07-26
9967,NC,MECKLENBURG,DEM,B,NL,2,2022-07-26
9968,NC,MECKLENBURG,DEM,B,NL,40,2022-07-26
9969,NC,MECKLENBURG,DEM,B,NL,3,2022-07-26
9970,NC,MECKLENBURG,DEM,B,NL,61,2022-07-26
9971,NC,MECKLENBURG,DEM,B,NL,17,2022-07-26
9972,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
9973,NC,MECKLENBURG,DEM,B,NL,21,2022-07-26
9974,NC,MECKLENBURG,DEM,B,UN,7,2022-07-26
9975,NC,MECKLENBURG,DEM,B,UN,10,2022-07-26
9976,NC,MECKLENBURG,DEM,B,UN,3,2022-07-26
9977,NC,MECKLENBURG,DEM,B,UN,6,2022-07-26
9978,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
9979,NC,MECKLENBURG,DEM,M,NL,2,2022-07-26
9980,NC,MECKLENBURG,DEM,M,UN,1,2022-07-26
9981,NC,MECKLENBURG,DEM,U,NL,2,2022-07-26
9982,NC,MECKLENBURG,DEM,U,UN,1,2022-07-26
9983,NC,MECKLENBURG,DEM,U,UN,1,2022-07-26
9984,NC,MECKLENBURG,DEM,W,NL,2,2022-07-26
9985,NC,MECKLENBURG,DEM,W,NL,4,2022-07-26
9986,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
9987,NC,MECKLENBURG,DEM,W,NL,3,2022-07-26
9988,NC,MECKLENBURG,DEM,W,NL,2,2022-07-26
9989,NC,MECKLENBURG,DEM,W,UN,1,2022-07-26
9990,NC,MECKLENBURG,DEM,W,UN,1,2022-07-26
9991,NC,MECKLENBURG,REP,A,NL,1,2022-07-26
9992,NC,MECKLENBURG,REP,A,NL,1,2022-07-26
9993,NC,MECKLENBURG,REP,B,NL,3,2022-07-26
9994,NC,MECKLENBURG,REP,B,NL,1,2022-07-26
9995,NC,MECKLENBURG,REP,B,NL,1,2022-07-26
9996,NC,MECKLENBURG,REP,B,NL,2,2022-07-26
9997,NC,MECKLENBURG,REP,B,UN,1,2022-07-26
9998,NC,MECKLENBURG,REP,W,NL,2,2022-07-26
9999,NC,MECKLENBURG,REP,W,NL,4,2022-07-26
10000,NC,MECKLENBURG,REP,W,NL,2,2022-07-26
10001,NC,MECKLENBURG,REP,W,NL,2,2022-07-26
10002,NC,MECKLENBURG,REP,W,UN,1,2022-07-26
10003,NC,MECKLENBURG,REP,W,UN,2,2022-07-26
10004,NC,MECKLENBURG,REP,W,UN,1,2022-07-26
10005,NC,MECKLENBURG,REP,W,UN,2,2022-07-26
10006,NC,MECKLENBURG,UNA,A,NL,1,2022-07-26
10007,NC,MECKLENBURG,UNA,B,NL,4,2022-07-26
10008,NC,MECKLENBURG,UNA,B,NL,8,2022-07-26
10009,NC,MECKLENBURG,UNA,B,NL,5,2022-07-26
10010,NC,MECKLENBURG,UNA,B,NL,6,2022-07-26
10011,NC,MECKLENBURG,UNA,B,UN,1,2022-07-26
10012,NC,MECKLENBURG,UNA,B,UN,1,2022-07-26
10013,NC,MECKLENBURG,UNA,O,NL,1,2022-07-26
10014,NC,MECKLENBURG,UNA,U,UN,1,2022-07-26
10015,NC,MECKLENBURG,UNA,U,UN,3,2022-07-26
10016,NC,MECKLENBURG,UNA,W,NL,3,2022-07-26
10017,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
10018,NC,MECKLENBURG,UNA,W,NL,3,2022-07-26
10019,NC,MECKLENBURG,UNA,W,UN,1,2022-07-26
10020,NC,MECKLENBURG,DEM,A,NL,1,2022-07-26
10021,NC,MECKLENBURG,DEM,B,NL,3,2022-07-26
10022,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
10023,NC,MECKLENBURG,DEM,B,NL,30,2022-07-26
10024,NC,MECKLENBURG,DEM,B,NL,5,2022-07-26
10025,NC,MECKLENBURG,DEM,B,NL,20,2022-07-26
10026,NC,MECKLENBURG,DEM,B,NL,2,2022-07-26
10027,NC,MECKLENBURG,DEM,B,NL,2,2022-07-26
10028,NC,MECKLENBURG,DEM,B,NL,18,2022-07-26
10029,NC,MECKLENBURG,DEM,B,NL,3,2022-07-26
10030,NC,MECKLENBURG,DEM,B,NL,17,2022-07-26
10031,NC,MECKLENBURG,DEM,B,UN,7,2022-07-26
10032,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10033,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10034,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
10035,NC,MECKLENBURG,DEM,B,UN,3,2022-07-26
10036,NC,MECKLENBURG,DEM,M,UN,1,2022-07-26
10037,NC,MECKLENBURG,DEM,W,NL,3,2022-07-26
10038,NC,MECKLENBURG,DEM,W,NL,4,2022-07-26
10039,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10040,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10041,NC,MECKLENBURG,DEM,W,NL,3,2022-07-26
10042,NC,MECKLENBURG,DEM,W,UN,1,2022-07-26
10043,NC,MECKLENBURG,REP,A,UN,1,2022-07-26
10044,NC,MECKLENBURG,REP,B,NL,1,2022-07-26
10045,NC,MECKLENBURG,REP,U,HL,1,2022-07-26
10046,NC,MECKLENBURG,REP,U,UN,1,2022-07-26
10047,NC,MECKLENBURG,REP,W,NL,3,2022-07-26
10048,NC,MECKLENBURG,REP,W,NL,2,2022-07-26
10049,NC,MECKLENBURG,UNA,B,HL,1,2022-07-26
10050,NC,MECKLENBURG,UNA,B,NL,4,2022-07-26
10051,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
10052,NC,MECKLENBURG,UNA,B,NL,2,2022-07-26
10053,NC,MECKLENBURG,UNA,B,NL,3,2022-07-26
10054,NC,MECKLENBURG,UNA,B,NL,2,2022-07-26
10055,NC,MECKLENBURG,UNA,B,UN,1,2022-07-26
10056,NC,MECKLENBURG,UNA,U,UN,1,2022-07-26
10057,NC,MECKLENBURG,UNA,W,NL,2,2022-07-26
10058,NC,MECKLENBURG,UNA,W,NL,2,2022-07-26
10059,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
10060,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
10061,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
10062,NC,MECKLENBURG,DEM,B,NL,2,2022-07-26
10063,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10064,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10065,NC,MECKLENBURG,DEM,M,NL,1,2022-07-26
10066,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10067,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10068,NC,MECKLENBURG,UNA,W,NL,2,2022-07-26
10069,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
10070,NC,MECKLENBURG,UNA,W,UN,1,2022-07-26
10071,NC,MECKLENBURG,UNA,W,UN,1,2022-07-26
10072,NC,MECKLENBURG,DEM,A,NL,1,2022-07-26
10073,NC,MECKLENBURG,DEM,B,HL,1,2022-07-26
10074,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
10075,NC,MECKLENBURG,DEM,B,NL,7,2022-07-26
10076,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
10077,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
10078,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10079,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
10080,NC,MECKLENBURG,DEM,O,UN,1,2022-07-26
10081,NC,MECKLENBURG,DEM,U,UN,1,2022-07-26
10082,NC,MECKLENBURG,DEM,U,UN,1,2022-07-26
10083,NC,MECKLENBURG,DEM,W,NL,2,2022-07-26
10084,NC,MECKLENBURG,DEM,W,NL,5,2022-07-26
10085,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10086,NC,MECKLENBURG,DEM,W,NL,2,2022-07-26
10087,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10088,NC,MECKLENBURG,DEM,W,UN,2,2022-07-26
10089,NC,MECKLENBURG,DEM,W,UN,2,2022-07-26
10090,NC,MECKLENBURG,REP,A,NL,1,2022-07-26
10091,NC,MECKLENBURG,REP,U,UN,1,2022-07-26
10092,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
10093,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
10094,NC,MECKLENBURG,UNA,B,NL,3,2022-07-26
10095,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
10096,NC,MECKLENBURG,UNA,B,UN,1,2022-07-26
10097,NC,MECKLENBURG,UNA,U,UN,3,2022-07-26
10098,NC,MECKLENBURG,UNA,W,NL,4,2022-07-26
10099,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
10100,NC,MECKLENBURG,UNA,W,NL,4,2022-07-26
10101,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
10102,NC,MECKLENBURG,DEM,B,NL,14,2022-07-26
10103,NC,MECKLENBURG,DEM,B,NL,4,2022-07-26
10104,NC,MECKLENBURG,DEM,B,NL,49,2022-07-26
10105,NC,MECKLENBURG,DEM,B,NL,7,2022-07-26
10106,NC,MECKLENBURG,DEM,B,NL,26,2022-07-26
10107,NC,MECKLENBURG,DEM,B,UN,3,2022-07-26
10108,NC,MECKLENBURG,DEM,B,UN,8,2022-07-26
10109,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10110,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
10111,NC,MECKLENBURG,DEM,M,NL,1,2022-07-26
10112,NC,MECKLENBURG,DEM,U,HL,1,2022-07-26
10113,NC,MECKLENBURG,DEM,U,NL,1,2022-07-26
10114,NC,MECKLENBURG,DEM,U,UN,1,2022-07-26
10115,NC,MECKLENBURG,DEM,U,UN,1,2022-07-26
10116,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10117,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10118,NC,MECKLENBURG,DEM,W,NL,11,2022-07-26
10119,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10120,NC,MECKLENBURG,DEM,W,NL,5,2022-07-26
10121,NC,MECKLENBURG,DEM,W,UN,1,2022-07-26
10122,NC,MECKLENBURG,DEM,W,UN,1,2022-07-26
10123,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
10124,NC,MECKLENBURG,REP,B,NL,1,2022-07-26
10125,NC,MECKLENBURG,REP,I,NL,1,2022-07-26
10126,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
10127,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
10128,NC,MECKLENBURG,REP,W,NL,9,2022-07-26
10129,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
10130,NC,MECKLENBURG,REP,W,NL,3,2022-07-26
10131,NC,MECKLENBURG,REP,W,NL,17,2022-07-26
10132,NC,MECKLENBURG,REP,W,UN,2,2022-07-26
10133,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
10134,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
10135,NC,MECKLENBURG,UNA,B,NL,6,2022-07-26
10136,NC,MECKLENBURG,UNA,B,NL,3,2022-07-26
10137,NC,MECKLENBURG,UNA,B,UN,1,2022-07-26
10138,NC,MECKLENBURG,UNA,B,UN,2,2022-07-26
10139,NC,MECKLENBURG,UNA,I,NL,1,2022-07-26
10140,NC,MECKLENBURG,UNA,O,HL,1,2022-07-26
10141,NC,MECKLENBURG,UNA,U,NL,1,2022-07-26
10142,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
10143,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
10144,NC,MECKLENBURG,UNA,W,NL,8,2022-07-26
10145,NC,MECKLENBURG,UNA,W,NL,10,2022-07-26
10146,NC,MECKLENBURG,UNA,W,UN,1,2022-07-26
10147,NC,MECKLENBURG,DEM,B,NL,2,2022-07-26
10148,NC,MECKLENBURG,DEM,B,NL,18,2022-07-26
10149,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
10150,NC,MECKLENBURG,DEM,B,NL,15,2022-07-26
10151,NC,MECKLENBURG,DEM,B,NL,2,2022-07-26
10152,NC,MECKLENBURG,DEM,B,NL,4,2022-07-26
10153,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
10154,NC,MECKLENBURG,DEM,B,NL,5,2022-07-26
10155,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10156,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10157,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10158,NC,MECKLENBURG,DEM,B,UN,4,2022-07-26
10159,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10160,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10161,NC,MECKLENBURG,DEM,W,NL,2,2022-07-26
10162,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10163,NC,MECKLENBURG,DEM,W,NL,7,2022-07-26
10164,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10165,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10166,NC,MECKLENBURG,DEM,W,NL,4,2022-07-26
10167,NC,MECKLENBURG,REP,B,NL,2,2022-07-26
10168,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
10169,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
10170,NC,MECKLENBURG,REP,W,NL,15,2022-07-26
10171,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
10172,NC,MECKLENBURG,REP,W,NL,10,2022-07-26
10173,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
10174,NC,MECKLENBURG,UNA,B,NL,3,2022-07-26
10175,NC,MECKLENBURG,UNA,B,NL,2,2022-07-26
10176,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
10177,NC,MECKLENBURG,UNA,B,UN,1,2022-07-26
10178,NC,MECKLENBURG,UNA,O,HL,1,2022-07-26
10179,NC,MECKLENBURG,UNA,U,NL,1,2022-07-26
10180,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
10181,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
10182,NC,MECKLENBURG,UNA,W,NL,3,2022-07-26
10183,NC,MECKLENBURG,UNA,W,NL,8,2022-07-26
10184,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
10185,NC,MECKLENBURG,DEM,B,NL,4,2022-07-26
10186,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
10187,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
10188,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
10189,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
10190,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10191,NC,MECKLENBURG,DEM,B,UN,2,2022-07-26
10192,NC,MECKLENBURG,DEM,W,NL,1,2022-07-26
10193,NC,MECKLENBURG,REP,B,NL,1,2022-07-26
10194,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
10195,NC,MECKLENBURG,UNA,A,NL,1,2022-07-26
10196,NC,MECKLENBURG,UNA,B,NL,1,2022-07-26
10197,NC,MECKLENBURG,UNA,B,NL,2,2022-07-26
10198,NC,MECKLENBURG,UNA,O,NL,1,2022-07-26
10199,NC,MECKLENBURG,UNA,W,NL,1,2022-07-26
10200,NC,MECKLENBURG,UNA,W,UN,1,2022-07-26
10201,NC,MECKLENBURG,DEM,B,NL,7,2022-07-26
10202,NC,MECKLENBURG,DEM,B,NL,1,2022-07-26
10203,NC,MECKLENBURG,DEM,B,NL,12,2022-07-26
10204,NC,MECKLENBURG,DEM,B,NL,2,2022-07-26
10205,NC,MECKLENBURG,DEM,B,NL,9,2022-07-26
10206,NC,MECKLENBURG,DEM,B,UN,1,2022-07-26
10207,NC,MECKLENBURG,DEM,B,UN,5,2022-07-26
10208,NC,MECKLENBURG,DEM,B,UN,3,2022-07-26
10209,NC,MECKLENBURG,DEM,M,NL,2,2022-07-26
10210,NC,MECKLENBURG,DEM,O,NL,1,2022-07-26
10211,NC,MECKLENBURG,DEM,O,NL,3,2022-07-26
10212,NC,MECKLENBURG,DEM,W,HL,1,2022-07-26
10213,NC,MECKLENBURG,DEM,W,NL,3,2022-07-26
10214,NC,MECKLENBURG,DEM,W,NL,3,2022-07-26
10215,NC,MECKLENBURG,DEM,W,UN,2,2022-07-26
10216,NC,MECKLENBURG,REP,W,NL,2,2022-07-26
10217,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
10218,NC,MECKLENBURG,REP,W,NL,1,2022-07-26
10219,NC,MECKLENBURG,UNA,B,NL,2,2022-07-26
