county_desc	precinct_abbrv	vtd_abbrv	age	party_cd	race_code	ethnic_code	sex_code	total_voters	election_date	stats_type	update_date	voting_method	voting_method_desc	voted_party_cd
MECKLENBURG	056	056	Age Over 66	DEM	B	NL	F	4	07/26/2022	history	08/10/2022	U	ABS-CURB	DEM
MECKLENBURG	056	056	Age Over 66	DEM	B	NL	F	14	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	056	056	Age Over 66	DEM	B	NL	M	6	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	056	056	Age Over 66	DEM	B	NL	M	1	07/26/2022	history	08/10/2022	U	ABS-CURB	DEM
MECKLENBURG	056	056	Age Over 66	DEM	B	NL	M	8	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	056	056	Age Over 66	DEM	B	NL	U	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	056	056	Age Over 66	DEM	B	UN	F	3	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	056	056	Age Over 66	DEM	B	UN	F	3	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	056	056	Age Over 66	DEM	B	UN	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	056	056	Age Over 66	DEM	B	UN	U	1	07/26/2022	history	08/10/2022	M	ABS-MAIL	DEM
MECKLENBURG	056	056	Age Over 66	DEM	U	UN	F	1	07/26/2022	history	08/10/2022	U	ABS-CURB	DEM
MECKLENBURG	056	056	Age Over 66	REP	B	NL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	056	056	Age Over 66	UNA	B	NL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 18 - 25	DEM	A	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 18 - 25	DEM	W	NL	F	1	07/26/2022	history	08/10/2022	M	ABS-MAIL	DEM
MECKLENBURG	057	057	Age 18 - 25	DEM	W	NL	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 18 - 25	DEM	W	UN	F	2	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 18 - 25	REP	W	NL	F	2	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 18 - 25	REP	W	UN	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age 18 - 25	REP	W	UN	U	1	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 18 - 25	UNA	A	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 18 - 25	UNA	M	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 18 - 25	UNA	U	UN	U	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 18 - 25	UNA	W	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 18 - 25	UNA	W	NL	M	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 18 - 25	UNA	W	NL	M	4	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 18 - 25	UNA	W	UN	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 26 - 40	DEM	A	NL	M	1	07/26/2022	history	08/10/2022	U	ABS-CURB	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	B	NL	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	B	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	M	NL	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	M	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	U	NL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	U	UN	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	U	UN	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	U	UN	U	2	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	W	NL	F	1	07/26/2022	history	08/10/2022	M	ABS-MAIL	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	W	NL	F	8	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	W	NL	F	8	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	W	NL	M	1	07/26/2022	history	08/10/2022	M	ABS-MAIL	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	W	NL	M	3	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	W	NL	M	3	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	W	UN	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	W	UN	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 26 - 40	DEM	W	UN	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 26 - 40	LIB	W	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	LIB
MECKLENBURG	057	057	Age 26 - 40	REP	W	NL	F	3	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age 26 - 40	REP	W	NL	F	5	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 26 - 40	REP	W	NL	M	9	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 26 - 40	REP	W	UN	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age 26 - 40	REP	W	UN	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 26 - 40	REP	W	UN	M	1	07/26/2022	history	08/10/2022	P	PROV	REP
MECKLENBURG	057	057	Age 26 - 40	REP	W	UN	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 26 - 40	REP	W	UN	U	1	07/26/2022	history	08/10/2022	P	PROV	REP
MECKLENBURG	057	057	Age 26 - 40	UNA	A	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	B	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	B	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	B	UN	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	U	UN	M	2	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	U	UN	U	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	W	NL	F	5	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	W	NL	F	11	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	W	NL	M	1	07/26/2022	history	08/10/2022	M	ABS-MAIL	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	W	NL	M	9	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	W	NL	M	11	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	W	UN	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	W	UN	F	2	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 26 - 40	UNA	W	UN	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 41 - 65	DEM	A	NL	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	A	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	B	HL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	B	NL	F	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	B	NL	F	2	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	B	NL	M	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	B	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	B	UN	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	M	HL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	O	UN	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	U	HL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	U	HL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	W	NL	F	11	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	W	NL	F	13	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	W	NL	M	8	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	W	NL	M	8	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	W	UN	F	3	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age 41 - 65	DEM	W	UN	F	7	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age 41 - 65	REP	A	NL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age 41 - 65	REP	A	UN	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 41 - 65	REP	I	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 41 - 65	REP	O	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 41 - 65	REP	U	UN	U	2	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 41 - 65	REP	W	NL	F	7	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age 41 - 65	REP	W	NL	F	23	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 41 - 65	REP	W	NL	M	7	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age 41 - 65	REP	W	NL	M	20	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age 41 - 65	REP	W	UN	F	3	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age 41 - 65	REP	W	UN	M	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age 41 - 65	UNA	B	NL	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	B	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	B	NL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	B	NL	M	2	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	I	NL	F	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	O	HL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	O	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	U	UN	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	U	UN	U	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	W	NL	F	10	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	W	NL	F	16	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	W	NL	M	12	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	W	NL	M	11	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	W	UN	F	3	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	W	UN	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age 41 - 65	UNA	W	UN	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age Over 66	DEM	A	NL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age Over 66	DEM	B	NL	F	1	07/26/2022	history	08/10/2022	C	CURBSIDE	DEM
MECKLENBURG	057	057	Age Over 66	DEM	B	NL	F	5	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age Over 66	DEM	B	NL	F	2	07/26/2022	history	08/10/2022	U	ABS-CURB	DEM
MECKLENBURG	057	057	Age Over 66	DEM	B	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age Over 66	DEM	B	NL	M	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age Over 66	DEM	B	NL	M	2	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age Over 66	DEM	B	UN	F	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age Over 66	DEM	B	UN	F	1	07/26/2022	history	08/10/2022	U	ABS-CURB	DEM
MECKLENBURG	057	057	Age Over 66	DEM	B	UN	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age Over 66	DEM	O	NL	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age Over 66	DEM	O	UN	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age Over 66	DEM	U	UN	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	HL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	NL	F	7	07/26/2022	history	08/10/2022	M	ABS-MAIL	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	NL	F	21	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	NL	F	1	07/26/2022	history	08/10/2022	U	ABS-CURB	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	NL	F	28	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	NL	M	1	07/26/2022	history	08/10/2022	M	ABS-MAIL	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	NL	M	16	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	NL	M	1	07/26/2022	history	08/10/2022	U	ABS-CURB	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	NL	M	6	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	UN	F	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	UN	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age Over 66	DEM	W	UN	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	057	057	Age Over 66	REP	U	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age Over 66	REP	U	UN	U	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age Over 66	REP	U	UN	U	1	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age Over 66	REP	W	NL	F	5	07/26/2022	history	08/10/2022	M	ABS-MAIL	REP
MECKLENBURG	057	057	Age Over 66	REP	W	NL	F	19	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age Over 66	REP	W	NL	F	19	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age Over 66	REP	W	NL	M	3	07/26/2022	history	08/10/2022	M	ABS-MAIL	REP
MECKLENBURG	057	057	Age Over 66	REP	W	NL	M	16	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age Over 66	REP	W	NL	M	18	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age Over 66	REP	W	NL	U	1	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age Over 66	REP	W	UN	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age Over 66	REP	W	UN	F	2	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	057	057	Age Over 66	REP	W	UN	U	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	057	057	Age Over 66	UNA	B	NL	F	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age Over 66	UNA	B	NL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age Over 66	UNA	U	UN	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age Over 66	UNA	U	UN	U	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age Over 66	UNA	W	NL	F	3	07/26/2022	history	08/10/2022	M	ABS-MAIL	DEM
MECKLENBURG	057	057	Age Over 66	UNA	W	NL	F	4	07/26/2022	history	08/10/2022	M	ABS-MAIL	UNA
MECKLENBURG	057	057	Age Over 66	UNA	W	NL	F	28	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age Over 66	UNA	W	NL	F	1	07/26/2022	history	08/10/2022	U	ABS-CURB	UNA
MECKLENBURG	057	057	Age Over 66	UNA	W	NL	F	19	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age Over 66	UNA	W	NL	M	17	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age Over 66	UNA	W	NL	M	15	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age Over 66	UNA	W	UN	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age Over 66	UNA	W	UN	F	3	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	057	057	Age Over 66	UNA	W	UN	M	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	057	057	Age Over 66	UNA	W	UN	M	2	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 18 - 25	DEM	O	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 18 - 25	DEM	W	HL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 18 - 25	DEM	W	NL	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	058	058	Age 18 - 25	DEM	W	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 18 - 25	DEM	W	NL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	058	058	Age 18 - 25	DEM	W	NL	M	2	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 18 - 25	DEM	W	UN	F	1	07/26/2022	history	08/10/2022	M	ABS-MAIL	DEM
MECKLENBURG	058	058	Age 18 - 25	REP	W	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	058	058	Age 18 - 25	UNA	B	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 18 - 25	UNA	U	UN	U	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 18 - 25	UNA	W	UN	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 26 - 40	DEM	A	UN	M	1	07/26/2022	history	08/10/2022	M	ABS-MAIL	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	B	NL	F	2	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	B	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	B	UN	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	B	UN	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	B	UN	U	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	I	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	M	UN	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	O	HL	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	U	HL	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	U	UN	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	U	UN	U	2	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	W	NL	F	1	07/26/2022	history	08/10/2022	M	ABS-MAIL	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	W	NL	F	4	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	W	NL	F	11	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	W	NL	M	3	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	W	NL	M	6	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	W	UN	F	3	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	W	UN	M	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	DEM
MECKLENBURG	058	058	Age 26 - 40	DEM	W	UN	U	1	07/26/2022	history	08/10/2022	V	IN-PERSON	DEM
MECKLENBURG	058	058	Age 26 - 40	REP	W	NL	F	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	058	058	Age 26 - 40	REP	W	NL	F	5	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	058	058	Age 26 - 40	REP	W	NL	M	1	07/26/2022	history	08/10/2022	M	ABS-MAIL	REP
MECKLENBURG	058	058	Age 26 - 40	REP	W	NL	M	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	058	058	Age 26 - 40	REP	W	NL	M	5	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	058	058	Age 26 - 40	REP	W	UN	F	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	REP
MECKLENBURG	058	058	Age 26 - 40	REP	W	UN	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	REP
MECKLENBURG	058	058	Age 26 - 40	UNA	A	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 26 - 40	UNA	B	NL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 26 - 40	UNA	B	NL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 26 - 40	UNA	O	NL	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	058	058	Age 26 - 40	UNA	O	UN	F	1	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	058	058	Age 26 - 40	UNA	U	HL	M	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 26 - 40	UNA	U	UN	M	2	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 26 - 40	UNA	U	UN	U	2	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 26 - 40	UNA	W	HL	F	1	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 26 - 40	UNA	W	NL	F	6	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
MECKLENBURG	058	058	Age 26 - 40	UNA	W	NL	F	11	07/26/2022	history	08/10/2022	V	IN-PERSON	UNA
MECKLENBURG	058	058	Age 26 - 40	UNA	W	NL	M	2	07/26/2022	history	08/10/2022	O	ABS-1STOP	UNA
